Transaction_Amount,Transaction_Type,Account_Age,Transaction_Location,Transaction_Time,Fraudulent,Customer_ID,Loan_Amount,Loan_Purpose
2650.18,Online,13.0,Houston,1:1,0,CUST96258,62757.36,Education
1470.31,Online,27.0,Houston,20:48,0,CUST40344,88453.37,Education
3106.97,ATM,14.0,San Francisco,17:39,0,CUST97400,37433.45,Mortgage
1777.81,In-store,5.0,New York,16:3,0,CUST46392,54405.41,Education
1790.69,In-store,15.0,Los Angeles,15:28,0,CUST12006,47496.36,Education
500.12,Online,29.0,New York,6:17,0,CUST10705,38452.43,Personal
2810.37,Online,13.0,Los Angeles,3:51,0,CUST62833,21284.92,Business
1355.87,Online,4.0,New York,7:24,0,CUST63461,30484.37,Business
2793.02,ATM,9.0,Los Angeles,15:59,0,CUST13239,47828.16,Personal
58.54,ATM,19.0,Los Angeles,6:10,0,CUST39002,4255.33,Business
3821.69,ATM,3.0,Chicago,6:31,0,CUST69858,21669.03,Personal
365.63,ATM,26.0,Houston,14:7,0,CUST64159,84804.39,Education
3188.15,Online,29.0,San Francisco,16:0,0,CUST91039,92984.26,Business
989.39,Online,17.0,Chicago,8:22,0,CUST59394,50805.19,Mortgage
1097.83,In-store,15.0,Chicago,6:4,0,CUST39510,13291.91,Mortgage
2853.25,ATM,12.0,Los Angeles,8:21,0,CUST29076,24716.15,Personal
3439.38,In-store,13.0,Houston,6:2,0,CUST40048,20830.32,Business
862.94,ATM,13.0,New York,0:2,0,CUST96379,29985.93,Business
4612.34,In-store,1.0,Los Angeles,1:0,0,CUST21785,67696.81,Mortgage
3204.04,ATM,24.0,New York,6:17,0,CUST92175,8420.82,Business
4091.11,In-store,30.0,Chicago,14:32,0,CUST46498,63368.95,Mortgage
1842.5,In-store,23.0,New York,1:33,0,CUST89109,85492.18,Business
2889.11,ATM,18.0,New York,9:42,0,CUST25883,40183.85,Personal
3254.68,In-store,14.0,Houston,6:24,0,CUST40615,41119.96,Mortgage
445.57,ATM,26.0,Chicago,8:56,0,CUST27201,68494.21,Personal
2755.93,In-store,24.0,San Francisco,4:27,0,CUST63758,92443.05,Education
564.19,ATM,26.0,New York,17:20,0,CUST47962,93935.77,Personal
960.17,Online,18.0,New York,12:34,0,CUST17490,5436.1,Education
2902.26,In-store,19.0,Houston,18:11,0,CUST77908,28613.91,Business
1507.81,ATM,28.0,San Francisco,11:4,0,CUST77147,16211.59,Business
4435.85,ATM,7.0,New York,0:47,0,CUST20670,24626.49,Personal
4122.47,Online,4.0,New York,23:51,0,CUST48479,85738.04,Personal
821.97,Online,15.0,San Francisco,2:36,0,CUST47948,46730.89,Business
2551.64,ATM,24.0,Los Angeles,1:50,0,CUST89463,44427.17,Personal
2873.33,In-store,22.0,San Francisco,2:38,0,CUST59337,86467.64,Mortgage
3338.36,In-store,9.0,Chicago,3:28,0,CUST71158,82839.54,Personal
1171.27,ATM,23.0,San Francisco,8:43,0,CUST23771,32649.36,Education
3045.06,Online,13.0,Los Angeles,20:12,0,CUST63737,78980.18,Education
464.6,Online,23.0,Chicago,1:26,0,CUST63029,10695.45,Mortgage
3945.0,In-store,9.0,Los Angeles,22:1,0,CUST39181,23775.45,Business
546.94,ATM,1.0,Los Angeles,10:3,0,CUST73937,25735.47,Business
3232.54,ATM,19.0,San Francisco,4:2,0,CUST39950,15665.02,Business
2805.31,ATM,19.0,Houston,17:48,0,CUST65901,10507.1,Business
3262.57,ATM,19.0,Chicago,14:56,0,CUST48976,26960.13,Education
805.76,In-store,8.0,New York,16:2,0,CUST84494,25171.15,Business
4515.16,Online,9.0,Los Angeles,11:16,0,CUST46082,30259.35,Education
2295.33,ATM,24.0,San Francisco,11:45,0,CUST75783,77284.99,Personal
1114.65,In-store,13.0,San Francisco,3:9,0,CUST14583,86730.35,Business
2234.27,ATM,22.0,Los Angeles,3:8,0,CUST68389,33904.1,Education
2718.56,Online,23.0,San Francisco,10:54,0,CUST25973,28800.71,Mortgage
3280.23,Online,25.0,Chicago,2:41,0,CUST90427,69220.02,Personal
3082.99,Online,9.0,Los Angeles,20:27,0,CUST65904,42350.55,Personal
938.09,Online,3.0,Houston,20:43,0,CUST97836,32078.81,Mortgage
1110.35,ATM,26.0,Chicago,23:27,0,CUST74783,2946.36,Education
2159.2,Online,19.0,New York,14:10,0,CUST80903,84857.33,Mortgage
737.77,In-store,23.0,Houston,6:44,0,CUST31498,44718.69,Mortgage
2279.52,ATM,7.0,New York,21:28,0,CUST65481,40219.47,Mortgage
835.92,ATM,20.0,Houston,1:57,0,CUST12500,55671.29,Education
3194.13,ATM,2.0,San Francisco,21:51,0,CUST19475,68685.01,Mortgage
4855.4,ATM,6.0,Chicago,17:8,0,CUST66103,19460.94,Mortgage
4897.58,Online,1.0,Los Angeles,10:3,0,CUST98337,13492.45,Education
4037.22,In-store,10.0,Houston,16:54,0,CUST31163,56992.88,Education
1086.68,In-store,24.0,Chicago,3:45,0,CUST34602,18127.72,Mortgage
4489.43,ATM,8.0,Houston,22:16,0,CUST46917,26477.65,Mortgage
3305.06,ATM,5.0,New York,7:56,0,CUST57257,88824.08,Personal
569.97,Online,16.0,San Francisco,14:52,0,CUST53574,49894.4,Business
1643.16,Online,20.0,Chicago,0:35,0,CUST73157,31254.72,Personal
623.23,ATM,22.0,Houston,8:17,0,CUST40848,27933.98,Mortgage
3685.9,In-store,9.0,New York,18:45,0,CUST21327,35021.45,Personal
1645.78,Online,2.0,Houston,21:54,0,CUST86803,95685.87,Personal
482.57,In-store,21.0,Houston,8:42,0,CUST82236,38393.91,Education
2254.2,Online,20.0,Houston,16:43,0,CUST66515,4270.21,Mortgage
1405.17,Online,12.0,San Francisco,14:0,0,CUST97937,29339.71,Personal
621.22,In-store,2.0,San Francisco,19:43,0,CUST23583,77645.61,Business
1838.49,ATM,11.0,Chicago,19:5,0,CUST97120,5297.93,Mortgage
1180.47,ATM,4.0,San Francisco,9:44,0,CUST11923,46504.34,Business
1703.34,ATM,11.0,Los Angeles,6:30,0,CUST14449,81458.61,Education
4184.14,ATM,10.0,San Francisco,0:11,0,CUST85040,40625.2,Personal
4190.37,ATM,20.0,Houston,22:21,0,CUST94497,93338.85,Education
4131.0,ATM,8.0,Chicago,18:14,0,CUST24832,41439.77,Personal
3018.17,In-store,30.0,Houston,10:34,0,CUST21604,83309.99,Business
3582.16,ATM,30.0,Houston,4:53,0,CUST80330,1488.5,Mortgage
2426.38,ATM,30.0,Houston,7:30,0,CUST55274,15883.03,Mortgage
1341.28,Online,20.0,Los Angeles,9:43,0,CUST47816,43146.03,Education
4287.98,In-store,18.0,Chicago,7:57,1,CUST64258,83847.17,Personal
523.6,Online,4.0,Los Angeles,19:12,0,CUST53435,75168.11,Business
2086.43,Online,18.0,New York,1:27,0,CUST23735,71539.47,Personal
2101.65,Online,20.0,New York,13:56,0,CUST37858,63038.96,Mortgage
4216.14,Online,7.0,Los Angeles,5:19,0,CUST10659,86356.91,Education
1026.05,Online,13.0,Houston,6:43,0,CUST12906,46267.09,Mortgage
3380.85,ATM,24.0,Los Angeles,11:40,0,CUST10575,87484.98,Personal
4212.39,Online,13.0,Houston,0:7,0,CUST11922,44804.65,Business
831.65,ATM,17.0,Houston,4:47,0,CUST10266,49851.2,Personal
2368.0,Online,19.0,Chicago,6:39,0,CUST22828,56184.53,Business
269.52,In-store,3.0,New York,7:29,0,CUST60265,8198.2,Business
430.82,In-store,7.0,New York,19:57,0,CUST28906,79115.17,Mortgage
4618.91,Online,19.0,New York,18:13,0,CUST52850,31139.8,Personal
1925.0,In-store,20.0,Chicago,7:12,0,CUST25228,6618.92,Mortgage
2856.53,In-store,1.0,Chicago,0:20,0,CUST78708,18930.11,Personal
4123.3,Online,28.0,San Francisco,15:56,0,CUST41575,64274.31,Education
4610.52,In-store,2.0,Houston,18:58,0,CUST59000,33404.02,Education
3181.26,In-store,3.0,New York,10:47,0,CUST94906,45909.53,Personal
2064.74,ATM,12.0,Houston,17:29,0,CUST57138,12638.37,Education
585.23,ATM,4.0,Houston,23:54,0,CUST17605,14305.98,Education
989.67,Online,22.0,New York,23:28,0,CUST21974,41321.97,Personal
4453.35,Online,7.0,Los Angeles,10:51,0,CUST54108,25619.09,Education
2925.98,ATM,22.0,New York,9:17,0,CUST87914,54573.42,Business
2721.04,ATM,27.0,New York,16:59,0,CUST30051,39354.01,Education
192.55,In-store,9.0,Houston,14:24,0,CUST63960,71675.13,Education
4834.33,ATM,29.0,New York,14:13,0,CUST25834,43121.56,Business
4514.08,ATM,17.0,San Francisco,21:42,0,CUST21232,25907.92,Mortgage
4881.7,In-store,23.0,Los Angeles,16:12,0,CUST55873,55422.77,Education
791.36,ATM,16.0,Houston,14:12,0,CUST94889,58531.87,Education
350.71,Online,5.0,New York,8:22,0,CUST14763,50925.7,Personal
3552.05,In-store,14.0,Chicago,3:36,0,CUST27952,76782.3,Education
3669.44,Online,13.0,San Francisco,16:17,0,CUST64916,26289.26,Personal
2394.0,ATM,17.0,Los Angeles,3:11,0,CUST42966,47999.87,Business
2873.52,ATM,11.0,Chicago,21:49,0,CUST66664,6362.6,Personal
4463.15,ATM,17.0,Houston,7:14,0,CUST42256,74670.24,Education
4135.41,Online,11.0,Chicago,23:9,0,CUST53854,57821.1,Business
3151.08,ATM,4.0,Houston,8:44,0,CUST29057,62915.92,Education
4957.75,In-store,5.0,Houston,8:6,0,CUST41855,14163.41,Education
319.91,ATM,20.0,San Francisco,19:2,0,CUST57246,82735.01,Personal
2843.24,Online,16.0,Houston,18:44,1,CUST90641,52315.96,Business
2108.19,ATM,5.0,Chicago,10:38,0,CUST49114,62091.32,Education
4010.14,ATM,2.0,Chicago,20:54,0,CUST94313,48556.2,Business
3059.23,ATM,4.0,Los Angeles,18:12,0,CUST24572,49970.06,Education
3429.03,Online,24.0,San Francisco,12:50,0,CUST54393,6400.32,Education
216.58,Online,24.0,Chicago,5:40,0,CUST11465,27797.0,Education
3490.69,In-store,13.0,Houston,1:44,0,CUST57046,12134.5,Personal
1186.52,In-store,17.0,Los Angeles,15:11,0,CUST21100,10127.75,Personal
965.24,Online,30.0,Chicago,9:49,0,CUST50566,68621.7,Education
2694.6,Online,29.0,Los Angeles,10:39,0,CUST98859,10668.28,Mortgage
227.54,ATM,15.0,Houston,11:52,0,CUST16136,72020.64,Education
2744.94,ATM,27.0,San Francisco,23:16,0,CUST38089,2989.57,Personal
3620.15,In-store,10.0,San Francisco,2:5,0,CUST77212,16439.93,Education
3818.65,Online,4.0,San Francisco,9:42,0,CUST57182,8443.64,Business
501.08,ATM,17.0,Los Angeles,22:11,0,CUST20745,9466.48,Mortgage
1186.64,In-store,24.0,San Francisco,17:33,0,CUST46105,60490.38,Education
199.44,Online,19.0,Chicago,13:7,0,CUST18016,63003.24,Personal
1697.74,In-store,23.0,New York,14:45,0,CUST54476,16838.78,Mortgage
2110.31,In-store,18.0,Houston,6:56,0,CUST37661,27165.95,Education
3300.16,ATM,12.0,Los Angeles,16:51,0,CUST96097,30416.28,Personal
3433.18,Online,27.0,Chicago,5:12,1,CUST38401,60982.46,Mortgage
1863.86,In-store,9.0,New York,6:22,0,CUST16962,34867.29,Personal
1725.28,Online,27.0,New York,23:19,0,CUST69645,51614.12,Education
2375.3,In-store,15.0,Houston,2:32,0,CUST13627,77576.5,Business
1998.88,ATM,23.0,San Francisco,12:41,0,CUST83905,81335.49,Education
4335.15,In-store,1.0,New York,10:9,0,CUST68161,75832.58,Mortgage
4428.5,ATM,13.0,San Francisco,5:29,0,CUST58724,3476.16,Personal
3628.02,ATM,7.0,New York,12:26,1,CUST95220,67742.34,Business
4811.41,In-store,29.0,New York,11:45,0,CUST45666,32847.26,Education
4224.87,ATM,18.0,Houston,10:41,0,CUST96696,14935.35,Personal
3334.21,ATM,9.0,San Francisco,8:37,0,CUST16624,93216.57,Business
4486.33,ATM,30.0,San Francisco,19:44,0,CUST66246,32562.44,Mortgage
3829.87,In-store,27.0,Houston,3:59,0,CUST58363,27520.05,Mortgage
2134.89,In-store,7.0,Chicago,4:21,0,CUST71634,29269.97,Mortgage
1533.5,ATM,17.0,Chicago,5:17,0,CUST35168,53879.1,Education
3953.15,ATM,9.0,New York,16:42,0,CUST99352,18663.89,Business
3545.93,In-store,4.0,Los Angeles,14:11,0,CUST37469,59654.71,Mortgage
482.69,ATM,24.0,San Francisco,9:22,1,CUST57482,12327.36,Business
1069.43,ATM,13.0,Chicago,1:21,0,CUST33264,31007.75,Education
4892.43,Online,25.0,Los Angeles,22:56,0,CUST24296,64033.3,Mortgage
3420.4,In-store,7.0,New York,14:4,0,CUST65202,83498.5,Education
799.56,In-store,26.0,New York,9:23,0,CUST66668,67926.61,Business
3173.53,In-store,25.0,Los Angeles,2:10,0,CUST97701,87551.45,Personal
4220.7,ATM,15.0,Los Angeles,15:7,0,CUST15977,61117.96,Business
581.09,Online,10.0,Chicago,5:23,0,CUST84792,41057.44,Mortgage
3890.85,Online,14.0,Chicago,15:17,0,CUST12746,84812.22,Personal
24.83,In-store,19.0,New York,16:49,0,CUST93157,23375.81,Personal
3355.07,Online,9.0,New York,1:50,0,CUST32789,37683.72,Mortgage
1384.98,Online,10.0,Chicago,0:15,0,CUST52227,23574.58,Mortgage
4045.46,Online,18.0,San Francisco,13:49,0,CUST25899,22316.58,Mortgage
3727.09,Online,15.0,New York,10:55,0,CUST45728,69817.2,Personal
1391.47,ATM,19.0,New York,16:52,0,CUST14446,61173.76,Business
2852.07,ATM,27.0,New York,3:15,0,CUST29094,64545.67,Personal
4872.23,Online,21.0,New York,12:1,0,CUST15938,64829.87,Education
4583.92,Online,6.0,San Francisco,19:37,0,CUST51910,29194.18,Personal
3195.82,ATM,14.0,Chicago,23:46,0,CUST94605,9970.12,Education
684.43,ATM,24.0,Chicago,6:45,0,CUST54022,64755.17,Personal
4919.34,ATM,26.0,Los Angeles,15:33,0,CUST74021,69280.56,Mortgage
4749.35,In-store,14.0,San Francisco,12:7,0,CUST25504,50652.96,Education
1888.3,In-store,29.0,New York,11:52,0,CUST31300,81917.52,Business
4561.73,ATM,24.0,San Francisco,8:15,0,CUST98318,58492.77,Mortgage
3987.72,In-store,10.0,New York,4:44,0,CUST11458,82037.44,Education
3773.58,ATM,11.0,New York,23:31,0,CUST79938,37990.68,Mortgage
4739.07,Online,5.0,Los Angeles,14:59,0,CUST24883,16014.89,Education
2663.71,In-store,16.0,Houston,7:36,1,CUST44682,21819.7,Business
4148.11,In-store,29.0,Los Angeles,2:52,0,CUST92307,37877.45,Mortgage
3965.69,ATM,3.0,Houston,7:57,0,CUST74621,35702.93,Mortgage
665.46,ATM,14.0,Los Angeles,4:19,0,CUST98423,89903.54,Education
4169.42,In-store,9.0,Los Angeles,0:44,0,CUST34832,41441.28,Business
2839.29,Online,13.0,New York,17:10,0,CUST85154,22856.51,Education
3530.17,ATM,3.0,New York,9:27,0,CUST69022,83368.65,Business
931.3,Online,14.0,Los Angeles,15:5,0,CUST68999,46852.03,Mortgage
2178.11,Online,20.0,San Francisco,21:12,0,CUST45494,85897.93,Education
459.5,Online,6.0,Los Angeles,9:45,0,CUST96829,29463.69,Personal
3454.3,Online,10.0,San Francisco,9:32,0,CUST66465,44852.9,Education
884.67,Online,3.0,Los Angeles,10:18,0,CUST88963,74642.54,Business
1853.92,ATM,6.0,Houston,12:51,0,CUST30077,60573.82,Education
2219.01,In-store,30.0,Chicago,17:29,0,CUST20480,55209.23,Personal
1650.2,Online,20.0,New York,3:1,0,CUST91009,39134.8,Business
3351.06,In-store,26.0,New York,19:8,0,CUST80998,56626.65,Business
308.39,In-store,11.0,Chicago,22:51,0,CUST13313,59887.37,Education
1404.66,In-store,20.0,Houston,10:55,0,CUST24747,58000.39,Education
20.07,Online,21.0,Los Angeles,6:41,0,CUST83194,1564.02,Personal
758.74,Online,30.0,Houston,9:1,0,CUST53814,42529.31,Education
2329.75,Online,14.0,Los Angeles,11:40,0,CUST59100,12483.77,Business
3679.31,In-store,16.0,Chicago,20:45,0,CUST72071,64757.28,Business
4092.03,In-store,21.0,San Francisco,3:18,0,CUST42077,18951.55,Mortgage
1022.92,Online,17.0,Los Angeles,16:50,0,CUST62418,61917.77,Mortgage
632.58,ATM,23.0,San Francisco,1:53,0,CUST20452,7429.84,Business
1683.85,ATM,5.0,New York,17:58,0,CUST56014,80694.83,Personal
4746.05,In-store,6.0,Houston,3:40,0,CUST24692,7649.42,Education
4217.89,ATM,29.0,Houston,15:20,0,CUST60362,63488.85,Business
2115.23,In-store,29.0,Chicago,9:41,0,CUST69803,62735.17,Education
1936.57,In-store,20.0,New York,8:36,0,CUST42444,54858.14,Education
4268.31,Online,25.0,Houston,2:46,0,CUST13360,6767.79,Education
2022.2,In-store,21.0,Houston,22:3,0,CUST79081,85301.79,Mortgage
4220.16,Online,29.0,San Francisco,5:32,0,CUST41109,21400.41,Education
2558.68,ATM,12.0,Houston,22:6,0,CUST99124,12244.18,Education
1678.74,ATM,29.0,San Francisco,5:3,0,CUST62276,22267.43,Mortgage
494.02,Online,22.0,New York,9:26,0,CUST62213,38098.28,Mortgage
1737.33,ATM,1.0,Los Angeles,9:32,0,CUST84494,98943.73,Personal
2918.26,ATM,25.0,Chicago,20:21,0,CUST21038,79934.37,Personal
388.5,In-store,27.0,Houston,10:22,0,CUST38589,57571.42,Mortgage
2364.41,Online,21.0,Los Angeles,11:49,0,CUST57023,65714.51,Business
2931.31,ATM,6.0,New York,16:14,0,CUST16497,3181.72,Mortgage
3530.76,Online,28.0,Chicago,11:16,1,CUST34030,31897.98,Education
4652.66,In-store,26.0,Houston,6:31,0,CUST30552,88988.07,Mortgage
1855.45,ATM,30.0,Houston,14:50,0,CUST12617,16753.09,Mortgage
651.93,In-store,24.0,Chicago,17:43,0,CUST32615,22856.5,Mortgage
3499.46,Online,7.0,Chicago,7:22,0,CUST35635,54595.17,Mortgage
2279.97,Online,18.0,Chicago,21:18,0,CUST15709,57659.56,Personal
3342.24,ATM,13.0,Los Angeles,10:59,0,CUST81390,82298.91,Education
1505.25,Online,27.0,Chicago,3:27,0,CUST56119,47262.82,Mortgage
3505.55,In-store,15.0,Houston,9:14,1,CUST38314,51333.4,Business
250.18,Online,21.0,Houston,21:47,0,CUST20899,71423.34,Business
1925.28,In-store,23.0,San Francisco,1:12,0,CUST86137,30307.93,Business
2722.93,In-store,30.0,Chicago,9:55,0,CUST98992,16974.41,Personal
2127.88,Online,17.0,Chicago,14:26,0,CUST34870,84398.36,Mortgage
406.34,Online,23.0,New York,7:6,0,CUST16494,38296.59,Business
549.87,In-store,5.0,Chicago,23:20,0,CUST38167,59270.54,Personal
1728.2,In-store,21.0,Chicago,20:33,0,CUST98869,52932.33,Education
894.15,Online,11.0,Los Angeles,10:7,0,CUST59075,88592.08,Mortgage
2200.91,In-store,8.0,Houston,2:26,0,CUST39310,89819.44,Mortgage
3687.53,In-store,2.0,New York,10:10,0,CUST80566,13033.41,Mortgage
832.21,Online,27.0,New York,6:12,1,CUST81801,86618.25,Personal
3494.96,ATM,12.0,Houston,22:19,0,CUST10070,80356.35,Personal
4135.16,In-store,27.0,Chicago,7:21,0,CUST88522,73483.46,Personal
344.98,Online,23.0,San Francisco,1:53,0,CUST76960,29336.35,Mortgage
3662.36,ATM,3.0,San Francisco,22:33,0,CUST59262,24448.57,Business
3665.66,ATM,3.0,San Francisco,23:36,1,CUST86123,47868.75,Personal
3354.7,Online,22.0,Chicago,14:2,0,CUST88708,66095.2,Personal
4900.8,ATM,29.0,San Francisco,2:24,0,CUST98994,71314.61,Mortgage
117.74,Online,20.0,Los Angeles,18:28,0,CUST21516,1187.64,Education
1918.46,ATM,1.0,Los Angeles,4:5,0,CUST12403,55507.84,Business
1681.38,In-store,23.0,San Francisco,17:30,0,CUST69917,92686.84,Business
4585.39,Online,26.0,New York,23:56,0,CUST28620,27629.16,Mortgage
3415.37,In-store,23.0,San Francisco,23:6,0,CUST74610,46784.33,Personal
3998.82,In-store,20.0,Chicago,6:12,0,CUST31872,81455.85,Mortgage
4665.84,In-store,1.0,San Francisco,21:14,0,CUST52103,33251.13,Mortgage
3338.53,In-store,27.0,Houston,7:58,0,CUST84792,78441.21,Mortgage
4083.59,ATM,29.0,Chicago,5:58,0,CUST93831,92323.53,Business
4111.45,In-store,1.0,San Francisco,21:28,0,CUST87967,85133.84,Personal
1449.32,Online,6.0,San Francisco,14:11,0,CUST96502,84786.77,Mortgage
369.17,ATM,12.0,San Francisco,17:6,0,CUST37698,26204.2,Personal
1432.43,ATM,22.0,New York,16:16,0,CUST79195,39039.47,Business
198.37,Online,15.0,New York,8:15,0,CUST37930,97987.02,Education
3802.4,ATM,19.0,Chicago,6:25,0,CUST78381,65857.48,Mortgage
4247.43,Online,27.0,New York,5:42,0,CUST25113,82441.4,Mortgage
2178.93,In-store,26.0,Chicago,23:5,0,CUST43207,35592.81,Personal
614.55,Online,10.0,San Francisco,8:2,0,CUST79093,88492.34,Education
3319.37,ATM,5.0,Chicago,7:51,0,CUST12005,39317.38,Education
586.71,ATM,20.0,Los Angeles,0:13,0,CUST87274,87041.1,Education
4644.01,In-store,11.0,Chicago,16:52,0,CUST26204,78263.73,Personal
128.73,In-store,30.0,Chicago,16:15,0,CUST34437,57950.81,Education
1399.32,ATM,19.0,San Francisco,10:47,0,CUST62315,64398.33,Business
2567.21,Online,25.0,New York,4:8,0,CUST66687,18845.49,Mortgage
3585.14,In-store,9.0,Houston,17:12,0,CUST83836,60173.95,Personal
2707.34,In-store,10.0,New York,21:50,0,CUST16879,83222.33,Personal
1364.74,ATM,12.0,Chicago,3:41,0,CUST48675,18491.7,Personal
3188.21,Online,3.0,Houston,22:40,0,CUST31562,6183.13,Education
1751.26,Online,26.0,Los Angeles,3:27,0,CUST72175,37648.21,Mortgage
3929.26,Online,5.0,New York,11:25,0,CUST56887,30487.61,Mortgage
4033.6,Online,16.0,Chicago,16:54,0,CUST84485,95671.51,Education
610.74,In-store,7.0,Los Angeles,0:43,0,CUST71466,63768.02,Mortgage
1322.45,Online,7.0,San Francisco,0:9,0,CUST79924,66802.47,Education
3842.1,Online,17.0,San Francisco,14:13,0,CUST53601,59141.67,Mortgage
3151.47,ATM,6.0,San Francisco,8:39,0,CUST88276,51479.79,Education
3071.35,In-store,22.0,New York,3:55,0,CUST22456,30275.46,Personal
349.6,Online,24.0,Houston,16:25,0,CUST39996,43110.63,Personal
687.77,ATM,24.0,Los Angeles,6:21,0,CUST64358,80045.67,Education
1950.17,ATM,14.0,Houston,8:5,0,CUST67861,3874.59,Mortgage
194.16,In-store,4.0,Los Angeles,9:18,0,CUST23556,10299.06,Business
3731.8,Online,29.0,Los Angeles,18:11,0,CUST60049,19087.53,Personal
2866.93,In-store,5.0,San Francisco,3:28,0,CUST59463,79263.6,Business
4186.85,Online,17.0,New York,8:17,0,CUST19039,25028.5,Personal
4450.14,In-store,30.0,Chicago,7:33,0,CUST79274,3112.8,Personal
1930.11,Online,15.0,San Francisco,4:48,0,CUST31588,3907.34,Business
1816.78,ATM,26.0,Los Angeles,14:35,0,CUST60541,58338.79,Personal
1255.28,In-store,19.0,Houston,6:9,0,CUST97676,9814.63,Personal
316.71,ATM,1.0,Los Angeles,6:38,0,CUST49707,13327.47,Personal
4199.56,Online,27.0,Houston,2:3,0,CUST63313,24248.84,Education
4840.85,Online,29.0,Chicago,3:29,0,CUST85586,80049.93,Business
2753.93,In-store,2.0,Los Angeles,11:39,0,CUST42742,46775.59,Business
2933.32,Online,17.0,Houston,12:23,0,CUST34089,38597.37,Mortgage
1194.73,ATM,15.0,New York,4:7,0,CUST11638,52162.2,Education
2041.97,In-store,9.0,Chicago,15:21,0,CUST63668,12220.51,Mortgage
3586.56,ATM,23.0,Los Angeles,7:44,0,CUST47310,20981.29,Business
926.42,Online,19.0,San Francisco,12:8,0,CUST20981,87184.34,Business
3102.32,ATM,28.0,San Francisco,19:58,0,CUST11229,69557.23,Personal
821.66,In-store,15.0,San Francisco,12:31,0,CUST48015,53428.09,Personal
937.4,In-store,16.0,Los Angeles,20:14,0,CUST11817,94391.79,Mortgage
3588.46,In-store,10.0,Chicago,6:33,0,CUST96682,50294.66,Education
3155.25,In-store,7.0,Chicago,11:3,0,CUST19589,48384.04,Education
3835.67,ATM,17.0,New York,9:56,0,CUST96470,80561.13,Personal
264.58,ATM,4.0,New York,13:54,0,CUST24400,25359.13,Personal
2359.07,ATM,2.0,Los Angeles,2:1,0,CUST77162,49478.2,Education
3812.4,ATM,23.0,Los Angeles,23:38,0,CUST91936,17088.07,Business
2718.92,ATM,30.0,Chicago,16:9,0,CUST55013,2480.9,Personal
1713.07,In-store,14.0,Los Angeles,22:2,0,CUST99067,46169.0,Personal
685.34,Online,29.0,San Francisco,8:12,0,CUST92312,56588.29,Mortgage
458.77,ATM,18.0,Houston,20:28,1,CUST26431,75833.63,Business
4375.71,Online,11.0,San Francisco,10:16,0,CUST54259,26438.57,Education
767.67,ATM,9.0,Chicago,11:11,0,CUST16269,5423.4,Personal
3561.21,In-store,27.0,Los Angeles,12:28,0,CUST75228,54331.21,Education
987.8,ATM,20.0,Los Angeles,2:39,0,CUST83138,86548.27,Mortgage
1447.72,In-store,21.0,New York,5:19,0,CUST18969,86946.15,Education
104.84,In-store,26.0,Houston,4:1,0,CUST62727,98025.13,Education
1675.17,In-store,13.0,San Francisco,13:27,0,CUST92698,68992.21,Mortgage
3913.01,Online,14.0,Houston,15:10,0,CUST31367,33965.45,Personal
606.27,Online,26.0,New York,19:4,0,CUST39373,68829.13,Business
4984.39,In-store,17.0,Los Angeles,17:33,0,CUST71360,60975.4,Mortgage
4616.09,Online,13.0,Los Angeles,3:57,0,CUST78878,83735.2,Business
2704.07,ATM,5.0,Houston,5:7,0,CUST42896,4517.64,Mortgage
4146.37,In-store,12.0,New York,21:48,0,CUST20781,98084.1,Mortgage
2808.28,Online,1.0,Houston,12:4,0,CUST32826,2697.32,Mortgage
4575.75,Online,11.0,New York,8:32,0,CUST86533,93611.91,Mortgage
2494.1,ATM,25.0,Houston,18:2,0,CUST97576,89252.68,Personal
627.3,Online,7.0,Los Angeles,11:11,0,CUST82456,5585.66,Business
2680.54,In-store,22.0,San Francisco,13:21,0,CUST60337,45909.24,Education
3088.1,Online,7.0,Los Angeles,16:33,0,CUST62493,88324.1,Business
4045.19,Online,6.0,San Francisco,16:36,0,CUST24017,26578.49,Mortgage
2309.93,Online,9.0,New York,7:41,0,CUST94691,79438.14,Personal
269.32,Online,5.0,San Francisco,22:31,0,CUST10366,49053.18,Education
1325.19,Online,8.0,Los Angeles,4:17,0,CUST50488,42201.31,Business
1705.97,ATM,2.0,San Francisco,0:22,0,CUST53337,74807.52,Personal
926.91,In-store,29.0,New York,8:33,0,CUST14854,44319.55,Personal
1948.81,ATM,23.0,San Francisco,0:20,0,CUST72953,38712.02,Personal
4668.71,ATM,8.0,New York,11:19,0,CUST97918,86273.36,Education
387.22,ATM,30.0,Houston,4:56,1,CUST42870,69097.92,Business
2670.19,ATM,22.0,San Francisco,16:48,0,CUST72291,61160.81,Personal
3447.7,In-store,15.0,New York,16:15,0,CUST48486,94533.37,Mortgage
238.46,In-store,10.0,Houston,5:55,0,CUST23408,4044.18,Mortgage
1962.04,ATM,14.0,Houston,12:51,0,CUST67017,32080.64,Education
4243.87,ATM,2.0,New York,23:10,0,CUST63200,28034.76,Personal
4849.59,Online,16.0,New York,14:50,0,CUST23395,52082.19,Education
4530.41,Online,5.0,New York,8:19,0,CUST91095,12713.48,Education
4171.2,ATM,20.0,Chicago,12:36,0,CUST11944,93235.55,Mortgage
1279.09,In-store,15.0,Houston,11:23,0,CUST49336,56691.89,Business
4032.79,ATM,18.0,New York,9:6,0,CUST57245,65739.19,Business
